ID_TRC,PROPRIETAIRE_REF,CODE_ARR,FORME,RUELLE_ID,DATE_AMENAGEMENT,DATE_BONIFICATION,CIRCULATION,TYPE_AMENAGEMENT,TYPE_RECOUVREMENT,SUPERFICIE_RUELLE_M2,SUPERFICIE_VERDISSEMENT_M2,NUMERO_DE_RESOLUTION,DATE_MAJ
404329,"Plateau - Mont-Royal","PMR","H","PMR-H-1000052","20150801",,"Fermée","Plates-bandes","Végétalisée",190.292,"114.98",,"20191113"
404331,"Plateau - Mont-Royal","PMR","H","PMR-H-1000084","20210801",,"Ouverte","Plates-bandes","Mixte",191.486,,,"20201130"
404385,"Outremont","OUT","H","OUT-H-1000003","20170801",,"Ouverte",,"Asphalté ou bétonnée",180.499,,,"20191112"
404451,"Outremont","OUT","H","OUT-H-1000002","20170801",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",187.058,,,"20191112"
404454,"Outremont","OUT","H","OUT-H-1000001","20140801",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",188.171,,,"20191112"
404455,"Outremont","OUT","H","OUT-H-1000003","20170801",,"Ouverte",,"Asphalté ou bétonnée",188.241,,,"20191112"
401953,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000044","20191002",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",294.706,"23.95",,"20191115"
401957,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000048","20191010",,"Ouverte",,"Asphalté ou bétonnée",299.038,"0",,"20191010"
404015,"Plateau - Mont-Royal","PMR","A","PMR-A-1000010","19990801",20140801,"Fermée","Plates-bandes","Végétalisée",98.492,"55.27",,"20191114"
404133,"Montreal-Nord","MTN","F","MTN-F-1018651","20180801",20190801,"Partiellement fermée","Plates-bandes et mobilier","Mixte",803.629,,,"20201117"
403531,"Plateau - Mont-Royal","PMR","H","PMR-H-1000078","20190801",,"Partiellement fermée","Plates-bandes","Asphalté ou bétonnée",535.172,"143.93",,"20191113"
405263,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100011","20160701",20190701,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1011.407,,,"20191021"
401242,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000010",,,"Ouverte",,"Asphalté ou bétonnée",151.315,"0",,"20191111"
405841,"Verdun","VRD","J","VRD-J-1020141","20140531",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",124.034,,,"20201203"
406274,"Sud-Ouest","SO","T","SO-T-1003006","20200701",,"Fermée","Plates-bandes et mobilier","Végétalisée",704.505,"100",,"20201218"
401833,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000005","20120701",20140701,"Ouverte","Plates-bandes et mobilier","Mixte",228.255,"4.07",,"20191108"
406121,"Sud-Ouest","SO","A","SO-A-1004012","20160701",,"Ouverte","Plates-bandes","Mixte",467.76,"11.9",,"20191104"
404515,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1300010","20180701",,"Ouverte",,,128.34,,,"20191028"
404577,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1200013","20200701",,"Ouverte",,"Asphalté ou bétonnée",131.929,,,"20191024"
403837,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000037","20170701",20180701,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1126.832,"24.9",,"20191112"
404094,"Plateau - Mont-Royal","PMR","A","PMR-A-1000013","20000801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",103.861,,,"20191115"
403964,"Plateau - Mont-Royal","PMR","A","PMR-A-1000030","20070801",,"Ouverte",,"Asphalté ou bétonnée",153.086,,,"20191114"
404154,"Plateau - Mont-Royal","PMR","T","PMR-T-1000042","20110801",20120801,"Ouverte",,"Asphalté ou bétonnée",104.722,,,"20191113"
404155,"Plateau - Mont-Royal","PMR","H","PMR-H-1000083","20210801",,"Ouverte","Plates-bandes","Mixte",105.341,,,"20201127"
404156,"Plateau - Mont-Royal","PMR","A","PMR-A-1000029","20060801",20190907,"Ouverte",,"Asphalté ou bétonnée",105.555,"0",,"20191114"
401249,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000010",,,"Ouverte",,"Asphalté ou bétonnée",151.675,"0",,"20191111"
401844,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000040","20180701",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",233.689,"4.36",,"20191111"
402173,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000013","20130701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",454.344,"14.75",,"20191111"
404579,"Villeray - St-Michel - Parc-Extension","VSMPE","T","VSMPE-T-1100026","20190701",,"Ouverte","Mobilier","Asphalté ou bétonnée",132.065,"3.08",,"20191023"
405309,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1410004","20190701",,"Partiellement fermée","Plates-bandes","Gazonnée",284.649,"70",,"20191031"
404159,"Plateau - Mont-Royal","PMR","J","PMR-J-1000012","19990801",20180801,"Ouverte","Mobilier","Asphalté ou bétonnée",106.357,"1.5",,"20191114"
404031,"Plateau - Mont-Royal","PMR","A","PMR-A-1000071","20180801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",157.56,"22.38",,"20191113"
404032,"Plateau - Mont-Royal","PMR","T","PMR-T-1000068","20180801",,"Ouverte",,"Asphalté ou bétonnée",157.613,"0",,"20191113"
404095,"Plateau - Mont-Royal","PMR","T","PMR-T-1000087","20210801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",160.919,,,"20201201"
402907,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000016","20110701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",99.761,,,"20191129"
402908,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000009","20100701",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",99.879,,,"20191129"
402909,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000045","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",99.982,,,"20191202"
402910,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000004","20110701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",99.985,,,"20191115"
405473,"Villeray - St-Michel - Parc-Extension","VSMPE","J","VSMPE-J-1300008","20180701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1190.909,"155",,"20191031"
405476,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100017","20190701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1198.236,"20",,"20191022"
401348,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000028","20150701",,"Ouverte",,"Asphalté ou bétonnée",164.65,"0",,"20191112"
405993,"Verdun","VRD","H","VRD-H-1020172","20170603",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",142.028,,,"20201126"
406208,"Verdun","VRD","A","VRD-A-1020201","20201003",,"Ouverte","Plates-bandes et mobilier","Mixte",232.81,,,"20201126"
403851,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000012","20120701",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1289.866,"19.2",,"20191112"
404593,"Villeray - St-Michel - Parc-Extension","VSMPE","L","VSMPE-L-1100028","20200701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",135.839,"15.34",,"20201123"
405338,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100018","20190701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1089.051,"43",,"20191022"
405395,"Villeray - St-Michel - Parc-Extension","VSMPE","A","VSMPE-A-1100029","20200701",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",1097.818,"2.6",,"20201123"
404234,"Plateau - Mont-Royal","PMR","A","PMR-A-1000067","20170801",,"Ouverte",,"Asphalté ou bétonnée",110.887,"0",,"20191113"
407011,"Plateau - Mont-Royal","PMR","H","PMR-H-1000086","20210801",,"Ouverte",,"Asphalté ou bétonnée",111.118,,,"20201201"
404961,"Villeray - St-Michel - Parc-Extension","VSMPE","T","VSMPE-T-1100022","20190701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",832.345,"6.7",,"20191022"
404097,"Plateau - Mont-Royal","PMR","H","PMR-H-1000086","20210801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",161.77,,,"20201201"
402964,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000117","20190701",,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",100.111,,,"20191202"
402965,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000063","20150701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",100.172,,,"20191127"
406660,"Verdun","VRD","H","VRD-H-1020112","20110924",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",90.494,,,"20201126"
406496,"Sud-Ouest","SO","H","SO-H-1004019","20200701",,"Ouverte",,"Asphalté ou bétonnée",110.024,"0",,"20201218"
404104,"Plateau - Mont-Royal","PMR","A","PMR-A-1000030","20070801",,"Ouverte","Mobilier","Asphalté ou bétonnée",164.224,,,"20191114"
404105,"Plateau - Mont-Royal","PMR","H","PMR-H-1000038","20110801",,"Ouverte",,"Asphalté ou bétonnée",164.529,,,"20191114"
404107,"Plateau - Mont-Royal","PMR","A","PMR-A-1000049","20130801",,"Fermée","Plates-bandes","Végétalisée",166.702,,,"20191114"
404110,"Plateau - Mont-Royal","PMR","A","PMR-A-1000049","20130801",,"Ouverte","Plates-bandes","Mixte",167.429,,,"20191114"
404112,"Plateau - Mont-Royal","PMR","H","PMR-H-1000044","20120801",,"Ouverte","Marquage au sol","Asphalté ou bétonnée",168.876,,,"20191114"
402975,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000060","20140701",,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",101.304,,,"20191126"
402976,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000015","20110701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",101.488,,,"20191129"
402979,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000024","20120701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",101.769,,,"20191206"
402980,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000024","20170701",,"Ouverte","Mobilier","Asphalté ou bétonnée",101.841,,,"20191128"
402981,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000005","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",101.988,,,"20191115"
405105,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1300014","20190701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",902.348,"13.2",,"20191028"
405106,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1310001","20180701",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",904.578,"149",,"20191031"
405107,"Villeray - St-Michel - Parc-Extension","VSMPE","J","VSMPE-J-1100012","20160701",20190701,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",907.465,,,"20191021"
406553,"Sud-Ouest","SO","H","SO-H-1004018","20200701",,"Ouverte",,"Asphalté ou bétonnée",112.206,"0",,"20201218"
401431,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000054",,,"Ouverte",,"Asphalté ou bétonnée",160.399,"0",,"20201113"
401432,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000008",,,"Ouverte",,"Asphalté ou bétonnée",160.411,"0",,"20191111"
406127,"Sud-Ouest","SO","A","SO-A-1003003","20140701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",477.217,,,"20191021"
406131,"Sud-Ouest","SO","I","SO-I-1002012","20191001",,"Partiellement fermée","Plates-bandes, mobilier et marquage au sol","Mixte",488.336,"62",,"20191103"
406134,"Sud-Ouest","SO","L","SO-L-1004014","20160701",,"Ouverte","Plates-bandes","Mixte",503.716,"12.6",,"20191104"
406148,"Verdun","VRD","E","VRD-E-1020181","20180602",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",207.394,,,"20201126"
406151,"Verdun","VRD","C","VRD-C-1020102","20100612",,"Ouverte","Plates-bandes","Mixte",209.292,,,"20190812"
403927,"Montreal-Nord","MTN","T","MTN-T-1018352","20180801",20190801,"Ouverte","Plates-bandes et mobilier","Gravier",121.439,,,"20191107"
403928,"Montreal-Nord","MTN","F","MTN-F-1018651","20180801",20200801,"Partiellement fermée","Plates-bandes et mobilier","Mixte",128.48,,,"20201117"
403929,"Montreal-Nord","MTN","F","MTN-F-1018651","20180801",20200801,"Partiellement fermée","Plates-bandes et mobilier","Mixte",129.892,,,"20201117"
407059,"Montreal-Nord","MTN","L","MTN-L-1019632","20190801",,"Partiellement fermée","Plates-bandes et mobilier","Gazonnée",136.679,,,"20191107"
405546,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1410005","20190701",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1484.311,"200",,"20191031"
404316,"Plateau - Mont-Royal","PMR","H","PMR-H-1000064","20170801",,"Ouverte",,"Asphalté ou bétonnée",115.728,"0",,"20191113"
403577,"Outremont","OUT","H","OUT-H-1000003","20140801",,"Ouverte","Plates-bandes et marquage au sol","Asphalté ou bétonnée",1001.906,,,"20191112"
403397,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000026","20120701",,"Ouverte","Mobilier","Asphalté ou bétonnée",81.569,,,"20191206"
403398,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000110","20180701",,"Ouverte","Mobilier","Asphalté ou bétonnée",81.611,,,"20191129"
403400,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000042","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",82.313,,,"20191202"
401350,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000055","20200924",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",164.841,"4.26",,"20201113"
401352,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000055","20200924",,"Ouverte",,"Gazonnée",165.076,"82.538",,"20201113"
406067,"Sud-Ouest","SO","H","SO-H-1004018","20200701",,"Ouverte",,"Asphalté ou bétonnée",463.427,"0",,"20201218"
401494,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000025","20140701",,"Ouverte","Plates-bandes et mobilier","Mixte",179.323,"6.25",,"20191112"
401495,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000027","20150701",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",179.377,"2.93",,"20191111"
406140,"Verdun","VRD","A","VRD-A-1020201","20201003",,"Ouverte","Plates-bandes et mobilier","Mixte",198.229,,,"20201126"
406143,"Verdun","VRD","E","VRD-E-1020181","20180602",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",201.874,,,"20201126"
403926,"Montreal-Nord","MTN","T","MTN-T-1018352","20180801",20190801,"Ouverte","Plates-bandes et mobilier","Gravier",119.089,,,"20191107"
405378,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1410006","20190701",,"Ouverte","Plates-bandes","Végétalisée",302.668,"75",,"20191031"
405382,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100008","20150701",,"Ouverte",,,313.467,,,"20191021"
405481,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100010","20190701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1314.159,"11.6",,"20191021"
404308,"Plateau - Mont-Royal","PMR","T","PMR-T-1000068","20180801",,"Fermée","Plates-bandes","Végétalisée",114.101,"100.66",,"20191113"
403329,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000026","20120701",,"Ouverte","Mobilier","Asphalté ou bétonnée",74.327,,,"20191206"
403330,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000027","20120701",,"Ouverte","Mobilier","Asphalté ou bétonnée",74.769,,,"20191206"
405030,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100005","20150701",,"Ouverte",,,862.476,,,"20191021"
404083,"Plateau - Mont-Royal","PMR","T","PMR-T-1000068","20180801",,"Ouverte",,"Asphalté ou bétonnée",101.819,"0",,"20191113"
404084,"Plateau - Mont-Royal","PMR","T","PMR-T-1000042","20110801",20120801,"Ouverte",,"Asphalté ou bétonnée",101.873,,,"20191113"
403462,"Plateau - Mont-Royal","PMR","A","PMR-A-1000061","20160801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",512.632,"109.71",,"20191113"
402637,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000013","20110701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",123.538,,,"20191129"
402248,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000030","20120701",,"Ouverte","Mobilier","Asphalté ou bétonnée",147.077,,,"20191206"
401228,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000047","20110701",20191002,"Ouverte","Mobilier","Asphalté ou bétonnée",150.344,"2.1",,"20191111"
401234,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000047","20191002",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",150.6,"10.56",,"20191111"
406287,"Verdun","VRD","T","VRD-T-1020211",,,"Ouverte","Plates-bandes","Mixte",350.511,,,"20201126"
401932,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000043","20191002",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",419.605,"35.49",,"20191115"
401944,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000051","20200923",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",432.168,"67.04",,"20201113"
403766,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000029","20150701",,"Partiellement fermée","Plates-bandes et marquage au sol","Asphalté ou bétonnée",1012.897,"19.2",,"20191112"
403348,"Outremont","OUT","H","OUT-H-1000001","20140801",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",214.283,,,"20191112"
404086,"Plateau - Mont-Royal","PMR","H","PMR-H-1000062","20160801",,"Ouverte",,"Asphalté ou bétonnée",102.757,"0",,"20191113"
404089,"Plateau - Mont-Royal","PMR","A","PMR-A-1000034","20080801",20190817,"Fermée","Plates-bandes","Végétalisée",103.223,"56.81",,"20191114"
404093,"Plateau - Mont-Royal","PMR","T","PMR-T-1000017","20000801",20120801,"Ouverte","Mobilier","Asphalté ou bétonnée",103.847,,,"20191114"
405335,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1300016","20190701",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1058.111,"8.4",,"20191028"
403499,"Outremont","OUT","H","OUT-H-1000002","20170801",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",451.351,,,"20191112"
404953,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1200013","20200701",,"Fermeture saisonnière","Plates-bandes et marquage au sol","Asphalté ou bétonnée",807.082,"6.18",,"20201124"
404231,"Plateau - Mont-Royal","PMR","H","PMR-H-1000022","20010801",,"Fermée","Mobilier","Asphalté ou bétonnée",110.368,,,"20191114"
404233,"Plateau - Mont-Royal","PMR","H","PMR-H-1000018","20000801",20170801,"Ouverte",,"Asphalté ou bétonnée",110.833,"0",,"20191114"
404237,"Plateau - Mont-Royal","PMR","A","PMR-A-1000010","19990801",20140801,"Ouverte","Plates-bandes et mobilier","Mixte",111.627,"6",,"20191114"
404041,"Plateau - Mont-Royal","PMR","I","PMR-I-1000054","20150801",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",160.882,"40.39",,"20191113"
403651,"Plateau - Mont-Royal","PMR","H","PMR-H-1000070","20180801",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",382.09,"61.3",,"20191113"
403655,"Plateau - Mont-Royal","PMR","A","PMR-A-1000065","20170801",,"Partiellement fermée","Plates-bandes et mobilier","Mixte",395.155,"65.75",,"20191113"
403656,"Plateau - Mont-Royal","PMR","T","PMR-T-1000043","20120801",,"Ouverte",,"Asphalté ou bétonnée",398.76,,,"20191114"
402547,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000107","20180701",,"Ouverte","Mobilier","Asphalté ou bétonnée",120.2,,,"20191129"
407040,"Rosemont - La Petite-Patrie","RPP","J","RPP-J-1000001","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",120.365,,,"20191125"
402550,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000091","20160701",,"Ouverte","Mobilier","Asphalté ou bétonnée",120.677,,,"20191127"
406333,"Sud-Ouest","SO","H","SO-H-1004019","20200701",,"Ouverte",,"Asphalté ou bétonnée",746.212,"0",,"20201218"
406337,"Sud-Ouest","SO","A","SO-A-1004003","20150701",,"Ouverte","Marquage au sol","Gazonnée",774.054,"734.5",,"20191104"
401430,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000008",,,"Ouverte",,"Asphalté ou bétonnée",160.372,"0",,"20191111"
401434,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000001","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",160.733,,,"20191111"
405698,"Verdun","VRD","H","VRD-H-1020162","20160528",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",110.179,,,"20201126"
402181,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000042","20180701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",491.674,"10.87",,"20191111"
404588,"Villeray - St-Michel - Parc-Extension","VSMPE","T","VSMPE-T-1100026","20190701",,"Ouverte","Mobilier","Asphalté ou bétonnée",134.313,"1.6",,"20191023"
402927,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000093","20170701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",137.031,,,"20191128"
405477,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100004","20150701",,"Ouverte",,,1199.604,,,"20191021"
403983,"Montreal-Nord","MTN","T","MTN-T-1018352","20180801",20190801,"Ouverte","Plates-bandes et mobilier","Gazonnée",139.347,,,"20191107"
403984,"Montreal-Nord","MTN","F","MTN-F-1019641","20190801",,"Partiellement fermée","Plates-bandes et mobilier","Gazonnée",146.871,,,"20191107"
407077,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1400001","20150701",20190701,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",319.872,,,"20191031"
404241,"Plateau - Mont-Royal","PMR","H","PMR-H-1000062","20160801",,"Ouverte",,"Asphalté ou bétonnée",112.952,"0",,"20191113"
404244,"Plateau - Mont-Royal","PMR","H","PMR-H-1000058","20150801",20160801,"Ouverte","Plates-bandes","Asphalté ou bétonnée",113.004,"43.62",,"20191113"
403337,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000003","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",78.864,,,"20191021"
403391,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000044","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",79.073,,,"20191202"
404114,"Plateau - Mont-Royal","PMR","H","PMR-H-1000048","20130801",,"Ouverte","Plates-bandes","Mixte",171.747,,,"20191114"
404168,"Plateau - Mont-Royal","PMR","H","PMR-H-1000038","20110801",,"Ouverte",,"Asphalté ou bétonnée",174.74,,,"20191114"
402555,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000019","20110701",,"Ouverte","Mobilier","Asphalté ou bétonnée",121.056,,,"20191203"
403034,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000028","20120701",,"Ouverte","Mobilier","Asphalté ou bétonnée",102.447,,,"20191206"
403036,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000069","20150701",,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",102.541,,,"20191127"
403037,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000043","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",102.548,,,"20191202"
406556,"Sud-Ouest","SO","H","SO-H-1004019","20200701",,"Ouverte",,"Asphalté ou bétonnée",112.598,"0",,"20201218"
406180,"Sud-Ouest","SO","H","SO-H-1004017","20200701",,"Ouverte",,"Asphalté ou bétonnée",146.389,"0",,"20201218"
401223,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000040","20180701",,"Ouverte","Plates-bandes et marquage au sol","Asphalté ou bétonnée",149.628,"2.5",,"20191111"
405760,"Verdun","VRD","H","VRD-H-1020092","20091003",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",115.143,,,"20201126"
405761,"Verdun","VRD","H","VRD-H-1020162","20160528",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",115.097,,,"20201126"
401512,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000023","20140701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",180.614,"4.44",,"20191111"
401766,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000030","20120701",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",218.993,"20190202",,"20191108"
401918,"Mercier - Hochelaga-Maisonneuve","MHM","L","MHM-L-1000019","20130701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",413.019,"19.54",,"20191111"
405517,"Villeray - St-Michel - Parc-Extension","VSMPE","T","VSMPE-T-1100026","20190701",,"Ouverte","Mobilier","Asphalté ou bétonnée",119.809,"1.85",,"20191023"
404321,"Plateau - Mont-Royal","PMR","H","PMR-H-1000062","20160801",,"Fermée","Plates-bandes","Végétalisée",116.781,"71.25",,"20191113"
404322,"Plateau - Mont-Royal","PMR","H","PMR-H-1000086","20210801",,"Ouverte","Mobilier","Asphalté ou bétonnée",116.8,,,"20201130"
404323,"Plateau - Mont-Royal","PMR","H","PMR-H-1000040","20110801",,"Ouverte",,"Asphalté ou bétonnée",116.906,"0",,"20191114"
404324,"Plateau - Mont-Royal","PMR","L","PMR-L-1000059","20160801",,"Ouverte",,"Asphalté ou bétonnée",117.131,"0",,"20191113"
404326,"Plateau - Mont-Royal","PMR","A","PMR-A-1000013","20000801",20200822,"Ouverte","Mobilier","Asphalté ou bétonnée",117.711,,,"20201125"
403401,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000014","20110701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",82.392,,,"20191129"
403402,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000044","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",82.865,,,"20191202"
403403,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000009","20100701",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",82.992,,,"20191129"
403404,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000003","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",83.03,,,"20191021"
404185,"Plateau - Mont-Royal","PMR","I","PMR-I-1000045","20120801",,"Ouverte",,"Asphalté ou bétonnée",181.197,,,"20191114"
